"P6040";"P6020";"P6175";"P1158S1";"DIA_REFERENCIA_2";"P1161S1A1";"P1161S1A2"
"18369";12;"Femenino";"Privado";"Secundaria o Media";"Domingo";1;0
"18370";16;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"18371";10;"Femenino";"Público";"Primaria";"Domingo";1;0
"18372";40;"Masculino";"Público";"Universitario";"Martes";1;0
"18373";8;"Femenino";"Público";"Primaria";"Jueves";2;0
"18374";16;"Femenino";"Público";"Secundaria o Media";"Viernes";4;0
"18375";15;"Femenino";"Público";"Secundaria o Media";"Viernes";3;0
"18376";8;"Masculino";"Público";"Primaria";"Miércoles";3;0
"18377";6;"Femenino";"Público";"Primaria";"Miércoles";3;0
"18378";11;"Masculino";"Público";"Primaria";"Jueves";2;0
"18379";10;"Femenino";"Público";"Primaria";"Jueves";3;0
"18380";5;"Masculino";"Público";"Preescolar";"Viernes";1;0
"18381";14;"Femenino";"Público";"Secundaria o Media";"Festivo";2;0
"18382";8;"Masculino";"Público";"Primaria";"Festivo";1;0
"18383";13;"Femenino";"Público";"Secundaria o Media";"Domingo";2;30
"18384";13;"Femenino";"Público";"Secundaria o Media";"Domingo";3;0
"18385";9;"Femenino";"Público";"Primaria";"Miércoles";2;30
"18386";25;"Femenino";"Privado";"Universitario";"Miércoles";1;30
"18387";7;"Masculino";"Público";"Primaria";"Jueves";1;0
"18388";5;"Masculino";"Público";"Preescolar";"Jueves";0;30
"18389";19;"Femenino";"Privado";"Técnico";"Viernes";0;30
"18390";5;"Masculino";"Público";"Preescolar";"Martes";2;0
"18391";6;"Masculino";"Público";"Primaria";"Miércoles";1;0
"18392";12;"Femenino";"Público";"Secundaria o Media";"Jueves";3;0
"18393";16;"Masculino";"Público";"Secundaria o Media";"Lunes";3;0
"18394";6;"Femenino";"Público";"Primaria";"Martes";0;30
"18395";13;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"18396";9;"Masculino";"Público";"Primaria";"Domingo";2;30
"18397";6;"Femenino";"Público";"Primaria";"Domingo";1;20
"18398";11;"Femenino";"Público";"Primaria";"Domingo";1;0
"18399";5;"Masculino";"Público";"Preescolar";"Domingo";0;30
"18400";23;"Femenino";"Público";"Universitario";"Martes";2;0
"18401";18;"Masculino";"Privado";"Universitario";"Miércoles";1;0
"18402";11;"Masculino";"Público";"Primaria";"Miércoles";1;0
"18403";26;"Masculino";"Privado";"Universitario";"Jueves";2;0
"18404";13;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"18405";7;"Masculino";"Público";"Primaria";"Domingo";1;0
"18406";9;"Masculino";"Privado";"Primaria";"Martes";2;0
"18407";14;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"18408";13;"Femenino";"Público";"Secundaria o Media";"Miércoles";3;0
"18409";13;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"18410";11;"Masculino";"Público";"Primaria";"Jueves";1;0
"18411";13;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18412";5;"Femenino";"Privado";"Preescolar";"Domingo";1;0
"18413";16;"Masculino";"Privado";"Secundaria o Media";"Martes";4;0
"18414";6;"Femenino";"Público";"Primaria";"Martes";3;0
"18415";16;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"18416";13;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"18417";5;"Femenino";"Público";"Preescolar";"Domingo";2;0
"18418";10;"Femenino";"Público";"Primaria";"Domingo";1;0
"18419";21;"Femenino";"Público";"Técnico";"Domingo";4;0
"18420";14;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"18421";7;"Femenino";"Público";"Primaria";"Domingo";0;45
"18422";16;"Femenino";"Público";"Secundaria o Media";"Lunes";3;0
"18423";18;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"18424";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;45
"18425";16;"Masculino";"Privado";"Secundaria o Media";"Miércoles";0;30
"18426";14;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;30
"18427";21;"Masculino";"Privado";"Universitario";"Miércoles";2;0
"18428";26;"Masculino";"Público";"Técnico";"Viernes";1;0
"18429";10;"Femenino";"Público";"Primaria";"Viernes";0;15
"18430";13;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"18431";6;"Femenino";"Público";"Primaria";"Lunes";1;0
"18432";14;"Masculino";"Privado";"Secundaria o Media";"Miércoles";2;0
"18433";11;"Femenino";"Privado";"Secundaria o Media";"Miércoles";3;0
"18434";8;"Masculino";"Privado";"Primaria";"Jueves";3;0
"18435";17;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"18436";9;"Masculino";"Público";"Primaria";"Viernes";3;0
"18437";7;"Femenino";"Público";"Primaria";"Viernes";2;0
"18438";8;"Masculino";"Público";"Primaria";"Sábado";2;0
"18439";15;"Femenino";"Privado";"Secundaria o Media";"Domingo";3;0
"18440";7;"Masculino";"Privado";"Primaria";"Domingo";2;0
"18441";16;"Femenino";"Público";"Secundaria o Media";"Lunes";1;30
"18442";12;"Femenino";"Público";"Primaria";"Lunes";1;0
"18443";9;"Masculino";"Privado";"Primaria";"Martes";0;45
"18444";6;"Femenino";"Privado";"Primaria";"Martes";1;45
"18445";12;"Femenino";"Privado";"Secundaria o Media";"Domingo";1;0
"18446";12;"Femenino";"Privado";"Secundaria o Media";"Domingo";5;0
"18447";15;"Femenino";"Privado";"Secundaria o Media";"Lunes";4;0
"18448";16;"Masculino";"Privado";"Secundaria o Media";"Jueves";2;0
"18449";13;"Femenino";"Privado";"Secundaria o Media";"Miércoles";4;0
"18450";9;"Masculino";"Privado";"Primaria";"Miércoles";4;0
"18451";15;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"18452";15;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"18453";13;"Femenino";"Público";"Secundaria o Media";"Domingo";1;30
"18454";8;"Masculino";"Privado";"Primaria";"Viernes";2;0
"18455";9;"Masculino";"Público";"Primaria";"Viernes";2;0
"18456";66;"Femenino";"Privado";"Especialización";"Martes";3;0
"18457";16;"Femenino";"Privado";"Secundaria o Media";"Miércoles";1;0
"18458";12;"Masculino";"Privado";"Secundaria o Media";"Miércoles";3;0
"18459";6;"Masculino";"Privado";"Primaria";"Miércoles";3;0
"18460";6;"Masculino";"Privado";"Primaria";"Miércoles";3;0
"18461";20;"Masculino";"Privado";"Universitario";"Viernes";3;0
"18462";16;"Masculino";"Privado";"Secundaria o Media";"Viernes";1;0
"18463";12;"Masculino";"Privado";"Secundaria o Media";"Viernes";1;0
"18464";22;"Masculino";"Privado";"Universitario";"Domingo";1;0
"18465";19;"Femenino";"Privado";"Universitario";"Domingo";0;30
"18466";29;"Masculino";"Privado";"Especialización";"Martes";2;0
"18467";9;"Masculino";"Privado";"Primaria";"Viernes";2;30
"18468";13;"Femenino";"Privado";"Secundaria o Media";"Viernes";0;30
"18469";14;"Femenino";"Público";"Secundaria o Media";"Sábado";5;0
"18470";17;"Femenino";"Público";"Secundaria o Media";"Sábado";6;0
"18471";8;"Masculino";"Privado";"Primaria";"Martes";2;0
"18472";17;"Femenino";"Privado";"Universitario";"Jueves";3;0
"18473";23;"Masculino";"Privado";"Universitario";"Viernes";2;0
"18474";9;"Femenino";"Privado";"Primaria";"Viernes";5;0
"18475";15;"Femenino";"Privado";"Secundaria o Media";"Jueves";3;0
"18476";31;"Femenino";"Privado";"Especialización";"Miércoles";4;0
"18477";9;"Masculino";"Público";"Primaria";"Miércoles";3;0
"18478";8;"Masculino";"Privado";"Primaria";"Viernes";0;30
"18479";17;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"18480";13;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"18481";15;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"18482";9;"Femenino";"Público";"Primaria";"Lunes";1;0
"18483";9;"Masculino";"Público";"Primaria";"Martes";1;0
"18484";7;"Femenino";"Público";"Primaria";"Martes";0;30
"18485";8;"Femenino";"Público";"Primaria";"Martes";1;0
"18486";10;"Masculino";"Público";"Primaria";"Miércoles";1;0
"18487";8;"Masculino";"Público";"Primaria";"Miércoles";2;0
"18488";11;"Femenino";"Público";"Primaria";"Miércoles";1;30
"18489";10;"Femenino";"Público";"Primaria";"Miércoles";1;0
"18490";7;"Masculino";"Público";"Primaria";"Miércoles";1;0
"18491";8;"Masculino";"Público";"Primaria";"Jueves";1;30
"18492";13;"Masculino";"Público";"Secundaria o Media";"Jueves";0;30
"18493";12;"Femenino";"Público";"Secundaria o Media";"Viernes";2;0
"18494";12;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"18495";7;"Femenino";"Público";"Primaria";"Lunes";0;30
"18496";11;"Femenino";"Público";"Secundaria o Media";"Lunes";1;0
"18497";14;"Femenino";"Público";"Secundaria o Media";"Martes";1;30
"18498";15;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"18499";13;"Masculino";"Público";"Secundaria o Media";"Martes";3;0
"18500";7;"Femenino";"Público";"Primaria";"Jueves";1;0
"18501";12;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"18502";10;"Femenino";"Público";"Primaria";"Viernes";1;0
"18503";5;"Masculino";"Público";"Primaria";"Viernes";1;0
"18504";9;"Femenino";"Público";"Primaria";"Lunes";0;30
"18505";7;"Femenino";"Público";"Primaria";"Domingo";1;0
"18506";21;"Femenino";"Público";"Universitario";"Lunes";2;0
"18507";13;"Femenino";"Público";"Secundaria o Media";"Lunes";1;0
"18508";14;"Masculino";"Público";"Secundaria o Media";"Martes";1;30
"18509";14;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"18510";14;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"18511";12;"Masculino";"Público";"Secundaria o Media";"Domingo";3;0
"18512";6;"Femenino";"Público";"Primaria";"Domingo";3;0
"18513";13;"Masculino";"Público";"Primaria";"Domingo";3;0
"18514";11;"Femenino";"Público";"Secundaria o Media";"Viernes";3;0
"18515";18;"Masculino";"Privado";"Secundaria o Media";"Domingo";3;0
"18516";10;"Femenino";"Público";"Primaria";"Lunes";1;0
"18517";7;"Masculino";"Público";"Primaria";"Lunes";0;30
"18518";11;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18519";17;"Masculino";"Privado";"Universitario";"Jueves";1;0
"18520";11;"Masculino";"Privado";"Secundaria o Media";"Jueves";2;0
"18521";6;"Femenino";"Privado";"Preescolar";"Jueves";4;0
"18522";21;"Femenino";"Privado";"Universitario";"Martes";3;0
"18523";8;"Femenino";"Privado";"Primaria";"Martes";1;30
"18524";8;"Femenino";"Público";"Primaria";"Miércoles";0;30
"18525";23;"Masculino";"Privado";"Universitario";"Jueves";2;30
"18526";14;"Femenino";"Privado";"Secundaria o Media";"Jueves";1;0
"18527";17;"Femenino";"Privado";"Universitario";"Viernes";0;40
"18528";27;"Femenino";"Privado";"Universitario";"Festivo";1;0
"18529";6;"Femenino";"Privado";"Primaria";"Festivo";0;30
"18530";14;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"18531";12;"Femenino";"Público";"Secundaria o Media";"Martes";1;20
"18532";6;"Masculino";"Público";"Preescolar";"Miércoles";0;30
"18533";12;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"18534";11;"Masculino";"Público";"Secundaria o Media";"Lunes";0;20
"18535";11;"Femenino";"Público";"Secundaria o Media";"Jueves";3;0
"18536";16;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"18537";11;"Femenino";"Público";"Secundaria o Media";"Jueves";1;0
"18538";6;"Masculino";"Privado";"Primaria";"Lunes";1;0
"18539";17;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"18540";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"18541";8;"Masculino";"Público";"Primaria";"Miércoles";2;0
"18542";7;"Femenino";"Público";"Primaria";"Viernes";1;0
"18543";9;"Femenino";"Público";"Primaria";"Lunes";0;30
"18544";11;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"18545";11;"Femenino";"Público";"Primaria";"Festivo";3;0
"18546";7;"Femenino";"Público";"Primaria";"Festivo";4;0
"18547";17;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18548";13;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"18549";14;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"18550";8;"Femenino";"Público";"Primaria";"Viernes";2;0
"18551";5;"Femenino";"Público";"Preescolar";"Viernes";2;0
"18552";8;"Femenino";"Público";"Primaria";"Sábado";3;0
"18553";6;"Masculino";"Público";"Preescolar";"Sábado";2;0
"18554";11;"Masculino";"Público";"Primaria";"Jueves";2;0
"18555";6;"Masculino";"Público";"Primaria";"Jueves";2;0
"18556";9;"Masculino";"Público";"Primaria";"Jueves";2;0
"18557";5;"Masculino";"Público";"Preescolar";"Jueves";1;0
"18558";18;"Femenino";"Público";"Tecnológico";"Viernes";3;0
"18559";13;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"18560";5;"Masculino";"Público";"Preescolar";"Festivo";1;0
"18561";13;"Femenino";"Público";"Secundaria o Media";"Domingo";2;0
"18562";10;"Masculino";"Público";"Primaria";"Domingo";1;0
"18563";11;"Femenino";"Público";"Secundaria o Media";"Lunes";1;0
"18564";17;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"18565";13;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"18566";8;"Masculino";"Público";"Primaria";"Lunes";1;30
"18567";52;"Femenino";"Privado";"Maestría";"Viernes";5;0
"18568";12;"Masculino";"Público";"Primaria";"Jueves";1;0
"18569";14;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"18570";11;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"18571";8;"Masculino";"Público";"Primaria";"Sábado";3;0
"18572";16;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18573";8;"Femenino";"Público";"Primaria";"Lunes";1;0
"18574";8;"Femenino";"Público";"Primaria";"Domingo";0;20
"18575";18;"Femenino";"Privado";"Universitario";"Miércoles";2;0
"18576";15;"Femenino";"Privado";"Secundaria o Media";"Miércoles";2;0
"18577";13;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"18578";9;"Femenino";"Público";"Primaria";"Miércoles";3;0
"18579";6;"Masculino";"Público";"Primaria";"Miércoles";1;0
"18580";14;"Femenino";"Público";"Secundaria o Media";"Jueves";2;0
"18581";15;"Masculino";"Público";"Secundaria o Media";"Miércoles";3;0
"18582";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";3;0
"18583";11;"Masculino";"Público";"Primaria";"Miércoles";2;0
"18584";6;"Masculino";"Público";"Primaria";"Miércoles";1;0
"18585";17;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"18586";18;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"18587";17;"Femenino";"Público";"Secundaria o Media";"Jueves";1;0
"18588";12;"Femenino";"Público";"Secundaria o Media";"Jueves";2;30
"18589";9;"Femenino";"Privado";"Primaria";"Martes";1;0
"18590";15;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"18591";6;"Masculino";"Público";"Primaria";"Miércoles";1;30
"18592";18;"Femenino";"Público";"Técnico";"Miércoles";2;0
"18593";16;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;30
"18594";9;"Masculino";"Público";"Primaria";"Miércoles";1;30
"18595";9;"Femenino";"Público";"Primaria";"Viernes";1;30
"18596";22;"Femenino";"Público";"Tecnológico";"Lunes";1;30
"18597";10;"Masculino";"Privado";"Primaria";"Martes";2;0
"18598";9;"Femenino";"Público";"Primaria";"Miércoles";1;30
"18599";5;"Masculino";"Público";"Preescolar";"Miércoles";1;30
"18600";15;"Femenino";"Público";"Secundaria o Media";"Jueves";1;30
"18601";12;"Masculino";"Público";"Secundaria o Media";"Jueves";1;30
"18602";9;"Femenino";"Público";"Primaria";"Viernes";2;0
"18603";24;"Femenino";"Privado";"Universitario";"Lunes";1;30
"18604";12;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18605";11;"Masculino";"Público";"Primaria";"Domingo";3;0
"18606";14;"Femenino";"Público";"Primaria";"Domingo";1;30
"18607";13;"Masculino";"Público";"Secundaria o Media";"Lunes";1;0
"18608";9;"Masculino";"Público";"Primaria";"Lunes";2;0
"18609";6;"Masculino";"Público";"Primaria";"Lunes";1;0
"18610";16;"Masculino";"Público";"Secundaria o Media";"Lunes";0;30
"18611";10;"Masculino";"Privado";"Primaria";"Domingo";1;0
"18612";8;"Femenino";"Público";"Primaria";"Lunes";1;0
"18613";7;"Masculino";"Público";"Primaria";"Lunes";1;0
"18614";13;"Masculino";"Público";"Secundaria o Media";"Martes";0;20
"18615";10;"Masculino";"Público";"Primaria";"Martes";1;0
"18616";7;"Masculino";"Público";"Primaria";"Martes";0;30
"18617";15;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"18618";12;"Masculino";"Público";"Primaria";"Martes";0;30
"18619";5;"Masculino";"Público";"Preescolar";"Martes";1;0
"18620";15;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"18621";13;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"18622";16;"Masculino";"Privado";"Secundaria o Media";"Miércoles";2;0
"18623";10;"Masculino";"Público";"Primaria";"Miércoles";1;0
"18624";19;"Femenino";"Público";"Universitario";"Miércoles";3;0
"18625";8;"Masculino";"Público";"Primaria";"Domingo";4;0
"18626";16;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18627";13;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"18628";13;"Masculino";"Público";"Secundaria o Media";"Sábado";0;40
"18629";8;"Femenino";"Público";"Primaria";"Sábado";1;0
"18630";14;"Masculino";"Público";"Secundaria o Media";"Domingo";0;30
"18631";13;"Femenino";"Público";"Secundaria o Media";"Martes";0;30
"18632";16;"Masculino";"Público";"Secundaria o Media";"Lunes";4;45
"18633";14;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"18634";10;"Femenino";"Público";"Primaria";"Jueves";1;0
"18635";7;"Femenino";"Público";"Primaria";"Viernes";1;0
"18636";13;"Femenino";"Privado";"Secundaria o Media";"Lunes";1;0
"18637";12;"Femenino";"Privado";"Secundaria o Media";"Martes";1;0
"18638";6;"Femenino";"Privado";"Primaria";"Martes";1;0
"18639";6;"Femenino";"Público";"Primaria";"Sábado";0;15
"18640";13;"Masculino";"Público";"Secundaria o Media";"Jueves";2;0
"18641";35;"Masculino";"Público";"Primaria";"Jueves";1;0
"18642";30;"Femenino";"Público";"Primaria";"Jueves";0;30
"18643";39;"Femenino";"Público";"Primaria";"Viernes";1;0
"18644";14;"Masculino";"Público";"Secundaria o Media";"Festivo";0;30
"18645";10;"Femenino";"Público";"Primaria";"Festivo";1;0
"18646";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;0
"18647";5;"Masculino";"Público";"Preescolar";"Sábado";0;30
"18648";15;"Masculino";"Público";"Secundaria o Media";"Martes";4;0
"18649";17;"Masculino";"Público";"Secundaria o Media";"Lunes";3;0
"18650";7;"Femenino";"Público";"Primaria";"Lunes";0;30
"18651";8;"Masculino";"Público";"Primaria";"Martes";2;0
"18652";7;"Masculino";"Público";"Primaria";"Martes";2;0
"18653";13;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"18654";15;"Masculino";"Público";"Secundaria o Media";"Domingo";3;0
"18655";16;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"18656";11;"Masculino";"Público";"Primaria";"Martes";3;0
"18657";7;"Femenino";"Público";"Primaria";"Martes";2;0
"18658";23;"Femenino";"Público";"Técnico";"Domingo";3;0
"18659";5;"Femenino";"Público";"Preescolar";"Domingo";1;0
"18660";12;"Femenino";"Público";"Secundaria o Media";"Martes";0;30
"18661";12;"Femenino";"Público";"Secundaria o Media";"Martes";0;30
"18662";10;"Femenino";"Público";"Primaria";"Martes";2;0
"18663";9;"Femenino";"Público";"Primaria";"Martes";2;0
"18664";15;"Masculino";"Público";"Secundaria o Media";"Festivo";2;0
"18665";11;"Femenino";"Público";"Secundaria o Media";"Festivo";2;30
"18666";15;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"18667";14;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"18668";12;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"18669";6;"Femenino";"Público";"Primaria";"Viernes";0;30
"18670";25;"Masculino";"Público";"Universitario";"Sábado";1;0
"18671";13;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"18672";8;"Masculino";"Público";"Primaria";"Domingo";0;30
"18673";11;"Femenino";"Privado";"Secundaria o Media";"Miércoles";2;0
"18674";12;"Femenino";"Privado";"Secundaria o Media";"Domingo";0;30
